Proj_Own,Spread,Total,L3_Air_Yards,L3_Targets,L3_Rush_Att,L3_Pass_Air_Yards,L3_Pass_Att,L3_CPOE,L3_WOPR,L3_Target_Share,L3_Air_Yards_Share,L3_Rush_Share,Own
0.4,-3.5,46.5,3,2.33,6.67,0,0,0,0.11,7,1,22,0
0.5,3,55,5.67,2.33,7.33,0,0,0,0.1,5.8,1.9,25.4,0
0.7,5,44.5,0.67,1.67,6.33,0,0,0,0.06,3.7,0.1,23.9,0
0.2,-2.5,49,-0.67,2,4,0,0,0,0.08,5.8,-0.2,16.1,0
6.4,7,47,45,5.33,0,0,0,0,0.38,16.9,18.2,0,2.22
4.5,7,43.5,84.33,7.33,0,0,0,0,0.51,20.1,29.7,0,5.12
0.8,3,44,79.67,5.67,0,0,0,0,0.54,18,38.6,0,0
1.7,4,41,83.67,5.33,0,0,0,0,0.54,17.5,40,0,0
2.3,-2.5,49.5,56.33,5,0,0,0,0,0.44,17.2,26,0,0
2.6,-1,51,90.67,6.67,0.33,0,0,0,0.58,20.3,39.5,4.3,0
2.8,2.5,47,93,7.67,0.33,0,0,0,0.75,28.7,45.5,4.3,4.44
7,-7,48.5,99,9.67,0,0,0,0,0.72,31.1,36.6,0,2.22
4.3,10,47,70.33,7.33,0,0,0,0,0.45,21.3,19.3,0,2.22
2.6,-7.5,46,39,5,0,0,0,0,0.34,17,12.2,0,4.76
2.5,-7.5,48,32.33,3.33,0,0,0,0,0.26,12.4,9.9,0,0
4.3,16.5,49.5,34.33,5,0,0,0,0,0.42,21.3,14.6,0,0
5.7,7,44.5,25.33,3.67,0,0,0,0,0.29,13.3,12.9,0,4.44
3.4,4,52,36.67,5.33,0,0,0,0,0.44,19.9,19.6,0,5.12
1.1,1,51,49.33,6.33,0,0,0,0,0.43,18.9,21.1,0,0
4.4,4,54,48.67,5,0,0,0,0,0.39,16.5,20.1,0,0
0.8,6.5,39.5,134.33,7.67,0.33,0,0,0,0.44,17.1,26.7,4,0
0.6,9.5,46,120.67,7.67,0.33,0,0,0,0.45,18.4,24.5,4,0
5.9,-9.5,47,124,8.33,0,0,0,0,0.5,20.4,27.5,0,8.88
2.1,10,47,88.33,5.67,0,0,0,0,0.5,19.6,29.5,0,6.67
1.6,-7.5,46,84,4.33,0,0,0,0,0.46,17.4,28.3,0,0
9.4,-7.5,48,123.33,6.33,0,0,0,0,0.62,24.2,37.4,0,22.21
13.7,16.5,49.5,104,5.33,0,0,0,0,0.59,21.1,38.6,0,30.95
2.3,7,48.5,-1.33,0.67,4,0,0,0,0.05,3.9,-1.7,15,0
0.6,3,53,17.67,2,0,0,0,0,0.14,6.5,5.9,0,0
0.1,3.5,56.5,14,2.33,0,0,0,0,0.12,6.1,4.5,0,0
0.1,-3,44,3,1.33,0,0,0,0,0.07,3.6,1.8,0,0
4.5,6,43.5,1.67,3,1.33,0,0,0,0.18,11.5,0.9,4.6,6.67
22.1,-3,52.5,-0.33,6,5.33,0,0,0,0.27,18.4,-0.9,23.8,31.11
30.8,2.5,53.5,-3,7.67,10,0,0,0,0.33,22.9,-1.9,38.7,46.67
23.2,2,45,-5.33,8.33,15,0,0,0,0.37,25.8,-2.8,57.8,33.33
11.8,7,49.5,-5,6.33,16.67,0,0,0,0.27,18.8,-2.1,57.9,6.66
1.4,10,51.5,-7.33,3.33,12.67,0,0,0,0.16,12.4,-3.5,57.1,0
43.5,-6,49.5,-6.33,4.33,7,0,0,0,0.18,13.3,-3.1,37.8,91.11
11.5,-3,47,-5.33,4.33,7,0,0,0,0.18,13.1,-2.5,35.7,6.67
6.1,3,50,-4,4.33,9,0,0,0,0.17,12.4,-1.9,36.4,0
7.6,4,46,-0.33,4.33,13.67,0,0,0,0.21,14.1,-0.6,52.9,16.66
0.1,10.5,51,5.33,3.33,2,0,0,0,0.18,11.3,2,20.2,0
0.5,-7,44,76,5.33,0,0,0,0,0.5,17.6,33,0,0
0.2,7,44.5,59.67,4.67,0,0,0,0,0.42,16.6,25,0,0
0.3,1,50,72.33,5.33,0,0,0,0,0.36,13.5,22,0,0
0.4,6.5,55,77,6.33,0,0,0,0,0.4,15.3,24,0,0
1,-3,52.5,75.67,4.67,0,0,0,0,0.35,11.5,25,0,0
1.3,-7,49,41,2,0,0,0,0,0.19,5.8,15.2,0,0
3.4,13.5,47,37.33,4,0,0,0,0,0.26,11.3,13.4,0,0
4.7,-11,47,48.33,6,0,0,0,0,0.4,17.6,19.6,0,4.44
0.4,4.5,55.5,19,2.67,0,0,0,0,0.15,7.1,6.3,0,0
0.1,-3,51.5,17,3.33,0,0,0,0,0.18,9.6,5.8,0,0
1.2,-3,52.5,21,2.33,0,0,0,0,0.17,8,7.2,0,0
0.1,-3.5,49,20.33,2.67,0,0,0,0,0.18,8.7,6.9,0,0
0.1,2.5,46,-0.33,1.33,0,0,0,0,0.06,3.7,-0.1,0,0
0.1,3,44,12.67,2,0,0,0,0,0.13,6,6,0,0
0.1,4,54,7.67,2.33,0,0,0,0,0.17,8.5,5.7,0,0
7.8,6,41,2,5.67,10.33,0,0,0,0.24,15.6,0.3,51.5,20.01
2.2,-6,42.5,3,4.33,14.33,0,0,0,0.18,12.1,0,63.6,0
0.9,-7,46,4,4,14,0,0,0,0.17,11,0.6,62.6,0
3.9,-3,44.5,5.33,4.33,14.67,0,0,0,0.18,11.4,1,60.6,2.22
3.2,4.5,50,2,5.67,11,0,0,0,0.23,14.9,0.6,54,4.44
2.3,3.5,50.5,4,4,10.33,0,0,0,0.16,10.4,1.2,44,0
3,-4,46,3.67,3.33,8.33,0,0,0,0.13,7.9,1,33.1,4.44
0.6,-17,36.5,1.67,1,10.67,0,0,0,0.04,2.6,0.6,30.5,0
8.9,-7.5,49.5,8.67,2,5.67,0,0,0,0.21,10,8.1,24.9,17.77
8.9,4,46.5,12,2.67,8.33,0,0,0,0.23,12.3,6.6,42,15.54
12.5,3.5,52.5,18.67,3.67,11.67,0,0,0,0.23,11.9,6.7,67.9,15.55
18.3,6.5,55,26,3.33,13.33,0,0,0,0.23,10.9,9.3,71,37.77
7.9,4,52,20.67,3.33,15.33,0,0,0,0.21,10.7,6.8,75.2,2.56
9.9,-2.5,55.5,16.67,3,17.33,0,0,0,0.17,8.8,5.4,69.7,6.66
2.3,-3.5,50,13,3.33,16.67,0,0,0,0.16,9,4.2,70.4,0
11.7,1,49.5,102.67,6,0,0,0,0,0.56,21.3,34.5,0,6.66
24.5,5.5,58,88.67,8.33,0,0,0,0,0.71,30.3,36,0,24.43
20.9,-4.5,55,91.67,9.67,0,0,0,0,0.68,29.7,34,0,11.1
17.9,-3.5,55.5,67.33,7.33,0,0,0,0,0.45,21,19.5,0,15.54
22.2,1,54.5,102,9.67,0,0,0,0,0.53,23.5,25.9,0,24.43
21.7,-3,55,107,10,0,0,0,0,0.56,24.1,29.1,0,26.66
14.7,3,55,129.33,10.67,0,0,0,0,0.61,24.4,34.8,0,34.44
7.1,11,48.5,75,7.33,0,0,0,0,0.55,24.1,27.2,0,2.22
8.7,16.5,49.5,43,7.33,0,0,0,0,0.47,22.9,18.7,0,16.66
0.6,1.5,46.5,10.67,1,0,0,0,0,0.08,3.6,3.5,0,0
0.1,-3,53,21.67,2.33,0,0,0,0,0.17,7.9,7.4,0,0
1.1,-9.5,47,24.33,3.33,0,0,0,0,0.24,11,10.1,0,2.22
0.3,4,41,20,3,0,0,0,0,0.2,9,9.5,0,0
10.1,1,49.5,11.67,4,16.33,0,0,0,0.18,10.1,3.7,71.6,17.77
5.8,3,53,7.67,4.33,13.33,0,0,0,0.15,8.8,2.3,71.3,2.22
1.7,2.5,46,0.33,2.33,16.67,0,0,0,0.11,7.4,0,63.6,0
11.2,2.5,53.5,-0.33,1,17,0,0,0,0.06,3.9,0,61.4,2.22
4.8,3.5,53,-0.67,2.67,14.67,0,0,0,0.11,7.4,-0.1,60.2,0
4.8,1,54,0.33,3.33,16.67,0,0,0,0.14,9.2,-0.1,59.3,2.22
3.3,4.5,50,0.67,2.33,20.33,0,0,0,0.15,9.2,1.2,65.7,0
2.9,3.5,49.5,-0.33,1.67,20,0,0,0,0.1,6.5,0.9,68.2,2.22
0.8,-2.5,46,-1.67,1.33,15,0,0,0,0.08,5.7,-0.6,57.8,0
2,1,49,-1.33,1.67,11.67,0,0,0,0.07,4.7,-0.3,52.9,0
0.4,3.5,52.5,8.67,5,1.67,0,0,0,0.23,13.8,3.3,6.1,0
1,6.5,55,9,3.67,3,0,0,0,0.21,12.5,3.7,11,0
0.8,4,52,4.33,3,3.33,0,0,0,0.15,9.4,1.7,13.6,0
2.1,-7,49,1,2.67,2.67,0,0,0,0.11,7,0.3,11,0
18.5,4.5,46,1,3.67,7,0,0,0,0.16,10.5,0.3,27.8,27.77
10.9,-2.5,49.5,0.33,3.33,10.33,0,0,0,0.15,9.9,0.1,45.1,26.66
0.3,-3.5,50,17,3.33,11,0,0,0,0.21,11.5,5.7,55.6,0
13.9,-1,46,17.67,5,7,0,0,0,0.28,15.7,5.8,36.8,19.04
4.9,3,43,59.33,8,0,0,0,0,0.51,22.5,24.2,0,8.88
3.1,-4.5,45,56,8.67,0.33,0,0,0,0.55,25.4,24.7,3.1,2.22
5.5,-6.5,45,51.33,8,0.33,0,0,0,0.49,23.4,20.5,3.1,7.14
2.3,11,48.5,49.33,7.33,0.67,0,0,0,0.47,22.4,19.7,2.8,0
2.6,-3,47,61.33,6.67,0.33,0,0,0,0.53,23.4,25.5,2.5,4.76
1.6,7,47,51.67,7,0,0,0,0,0.39,18.6,15.6,0,0
2,7.5,45,36,5,0,0,0,0,0.3,15.2,10.6,0,0
5.4,3.5,56.5,12,3.33,0,0,0,0,0.25,14.3,5,0,4.45
1.4,1,48.5,19.33,5,0,0,0,0,0.38,21.4,8.3,0,0
9,4.5,46,48.67,7,0,0,0,0,0.47,23.8,15.9,0,0
5.7,2.5,45.5,54.33,6.33,0,0,0,0,0.46,21.3,19.5,0,0
6.5,-7.5,48.5,50,5.67,0,0,0,0,0.45,21.5,17.8,0,2.38
5.8,4,54,17,3,0,0,0,0,0.29,15.2,8.4,0,0
0.3,7,43.5,10.67,2,0,0,0,0,0.11,6.2,2.5,0,0
0.6,-6.5,45,0,0,2.5,249.5,32,-5,0,0,0,10.4,0
1.7,-3,44,2.67,0.33,2.67,222,32,-7,0.09,3.8,4.8,14.1,0
0.2,-6,42.5,-1,0.33,4.67,328,38.33,-3,0.03,2.3,-1,17.4,0
1.1,4,52,44.67,2.33,0.33,0,0,0,0.21,7,15,3,0
3.2,-1.5,48,103.33,7,0.33,0,0,0,0.58,22.7,33.7,3.2,8.89
1.9,7.5,47,67.33,6,0,0,0,0,0.49,20.1,27.5,0,2.22
1.3,6,43.5,73.67,7.33,0,0,0,0,0.52,21.5,27.7,0,2.22
6.1,-3,52.5,67.67,8,0,0,0,0,0.54,23.3,26.6,0,8.88
24,2.5,53.5,76.67,9,0,0,0,0,0.61,25.7,32.4,0,26.65
9.2,2,45,86,10,0.33,0,0,0,0.71,29.7,38,3.8,10.25
12.5,7,49.5,104.67,9.67,0.33,0,0,0,0.73,28.7,43,3.8,8.88
6.8,10,51.5,85.67,7,0,0,0,0,0.68,26.3,40.6,0,2.22
9.8,-6,49.5,94.67,9.67,0,0,0,0,0.76,30,44,0,10
9.5,-3,47,80.33,9,0,0,0,0,0.66,27.2,35.8,0,8.88
11.1,3,50,66.67,9.33,0,0,0,0,0.59,25.6,29.3,0,16.66
13.5,4,46,73.33,7.33,0,0,0,0,0.55,23,29.3,0,23.8
0.4,7.5,46.5,-2.33,0.67,10.67,0,0,0,0.06,4.9,-1.5,38.4,0
0.1,-14.5,45,0,0,7,0,0,0,0,0,0,23.2,0
0.7,3,43.5,0,0,11,0,0,0,0,0,0,41.6,0
27.7,7,44.5,1,1.67,23.33,0,0,0,0.07,4.6,0.5,75.7,46.65
9.9,-3,49.5,0,2,25.67,0,0,0,0.09,6.1,0.2,82.4,4.44
28.6,4,52,4,2.33,23.33,0,0,0,0.13,8.2,0.8,70.9,28.2
6,1,51,0.33,3.33,22.33,0,0,0,0.14,9.5,-0.4,72.1,2.22
24.1,-7.5,49.5,-5.67,3,20.33,0,0,0,0.12,8.7,-2.1,74.8,17.77
12.6,6.5,46.5,-4.67,2.67,20,0,0,0,0.1,7.4,-1.6,76.8,6.66
5.5,6,50.5,-2,1,19.33,0,0,0,0.07,5.4,-1.6,64.6,15.55
7.7,3,51.5,-3.33,1.33,22.67,0,0,0,0.08,6.8,-2.6,72.2,2.38
17.3,4,54,-6.67,2.67,24.67,0,0,0,0.14,11.2,-4.4,69.5,6.66
21.3,-7.5,53,-4.33,2.33,23.33,0,0,0,0.12,9.5,-3.2,77.5,16.66
11.4,9.5,49.5,108.33,11.67,0,0,0,0,0.83,33.7,46.5,0,29.99
4.4,3.5,49.5,92,10,0,0,0,0,0.8,30.6,49.2,0,8.89
3.2,-17,36.5,69.67,8.33,0,0,0,0,0.88,33.4,53.7,0,0
7.7,-2.5,46,80.67,8.33,0.33,0,0,0,1.13,41.8,71.3,2.3,6.67
4.2,-7.5,43,101.67,9.67,0.33,0,0,0,1.07,41.6,64.3,2.3,4.76
0.6,-8.5,47,25,3.67,0,0,0,0,0.27,11.4,13.6,0,0
1.7,11,54.5,31.33,3.67,0,0,0,0,0.27,10,16.7,0,0
2.2,-7,46,40,3.67,0,0,0,0,0.3,11.7,18.5,0,0
4.1,20,49,34.67,3.67,0,0,0,0,0.3,12.3,16.5,0,4.44
5.1,10,51.5,42,4,0,0,0,0,0.32,12.6,18.2,0,0
2.3,-3.5,56,52.67,5.33,0,0,0,0,0.28,11.9,14.9,0,0
1.1,-7.5,51.5,41.33,5.33,0,0,0,0,0.26,12.1,11.3,0,0
0.7,7.5,41.5,-1.67,1.33,15.67,0,0,0,0.11,8.2,-1.8,53,0
0.2,-5.5,42.5,-1.67,1.33,14,0,0,0,0.11,8.2,-1.8,43.5,0
0.3,7.5,41.5,29,3.33,0.33,0,0,0,0.19,8.9,8.3,7.7,0
0.1,-5.5,42.5,16,3,0.33,0,0,0,0.17,8.7,5.5,7.7,0
0.7,-4.5,55,12.67,2,0.33,0,0,0,0.14,6.8,6.2,2.9,0
0.1,-3.5,46.5,35,3.67,0.33,0,0,0,0.26,11.3,12.7,3.2,0
3.1,6,49,24,3,0.33,0,0,0,0.26,11.3,12.5,3.2,4.44
8.3,1,48.5,21.67,3.67,0,0,0,0,0.29,14,11.9,0,4.44
6.3,-4,46,34.33,4,0,0,0,0,0.36,16.4,16.1,0,2.22
2.5,-7.5,46,69,5.33,0.33,0,0,0,0.45,18.8,24.2,5.9,2.38
1.5,10.5,43,65,4.33,0.33,0,0,0,0.37,14.1,22.3,5.9,0
2.2,-7.5,51.5,76.33,4.67,0.33,0,0,0,0.36,12.4,24.9,5.9,0
0.4,1,48.5,3.33,4.33,14.33,0,0,0,0.23,14.5,2.2,52.1,0
12.9,-7.5,51.5,2.67,2.67,12.67,0,0,0,0.19,11.6,2.9,47.6,33.34
7.3,-5.5,41.5,0,0,4.33,242,46.33,4.67,0,0,0,14.5,4.44
2.1,2,46,0,0,3,310.67,45.33,3.33,0,0,0,11.3,2.22
4.8,5.5,46.5,0,0,2.67,334.67,44.67,-1.67,0,0,0,10.3,0
1.5,7.5,44,0,0,6,263,41.33,-3.67,0,0,0,19.2,0
0.9,-10.5,46.5,0,0,6.67,323,40.33,-2,0,0,0,25,0
4.5,-4.5,45,0,0,4.67,335.67,41,-0.67,0,0,0,21.3,2.22
2.4,2.5,45.5,0,0,3.67,321.33,39,-2,0,0,0,14.9,0
0.9,8,50,0,0,3.33,304.33,43.33,-1,0,0,0,18.8,0
0.3,3.5,50.5,1.67,1,5.33,0,0,0,0.08,5.1,0.6,18.2,0
1.1,-3.5,53,0.67,0.67,9.67,0,0,0,0.04,2.5,0.2,26,0
20.8,-7.5,48,0.67,2,8.67,0,0,0,0.08,5.3,0.1,27.6,28.87
0.4,-2.5,51.5,-1,2.33,8.67,0,0,0,0.09,6.2,-0.2,39.9,0
0.3,7,47,18.33,1.67,0,0,0,0,0.11,4.9,5.4,0,0
0.2,3,50,25.67,2.33,0,0,0,0,0.15,6.6,7.3,0,0
0.5,-4.5,50,22,2,0,0,0,0,0.16,6.1,10.4,0,0
7.5,1,48,51,3.67,0,0,0,0,0.33,12.2,21.4,0,0
1.2,4.5,46,49.67,3.67,0,0,0,0,0.39,13.6,26.4,0,0
0.2,2.5,45.5,61.33,4.33,0,0,0,0,0.5,18.2,32.6,0,0
0.6,-7.5,48.5,57.67,3.67,0,0,0,0,0.5,18.4,31.5,0,0
2,4,54,55.67,3.33,0,0,0,0,0.44,16.9,26.8,0,2.22
1.7,-3.5,49,73,4.33,0,0,0,0,0.36,13.1,23.5,0,0
5.9,1,48,74,4.33,0,0,0,0,0.34,11.5,24.3,0,8.88
0.1,1.5,52,63.33,4,0,0,0,0,0.34,10.7,25.9,0,0
1.5,-2.5,41.5,81.67,9.33,0.33,0,0,0,0.5,23.2,21.5,3.2,0
3.6,5.5,46.5,72,9.33,0,0,0,0,0.38,18.5,14.9,0,4.44
4.3,1,50,72.33,8.67,0,0,0,0,0.43,19.6,19.3,0,4.44
4.4,12.5,49,90.67,9.67,0.33,0,0,0,0.5,22.5,23.2,3.1,0
3.4,7.5,46,97.33,9,0.33,0,0,0,0.59,24.8,30.6,3.1,0
8,-4.5,50,80,7.33,0.67,0,0,0,0.51,21.4,26.7,3.2,4.44
10,-7.5,49.5,75.33,9,0.33,-2,0.33,13,0.54,23,27.5,3.2,0
5.8,6.5,45.5,70.67,9.33,1,-2,0.33,13,0.51,22.7,24.8,4.7,2.22
11.1,2,48,63.67,9.33,0.67,-2,0.33,13,0.5,22.9,22.8,6.2,15.55
4.6,-6.5,45,66.33,8.67,0.67,0,0,0,0.48,22,20.8,6.2,7.14
5.9,10.5,43,60.67,8.33,0,0,0,0,0.47,22.8,18.5,0,6.66
4.8,-3,44,59.67,7,0,2.67,0.33,-66,0.48,20.9,24.4,0,4.76
0.2,-1.5,48,5.67,3.33,4.33,0,0,0,0.19,11.2,3.2,16.5,0
0.1,7,47,4.67,1.67,2.33,0,0,0,0.16,8.7,4.8,11.5,0
0.4,-7.5,48,3.67,0.67,3,0,0,0,0.09,4.4,2.8,11.8,0
4,-8.5,47,55.67,6,0.33,0,0,0,0.46,18.7,25.2,4.2,4.44
15.4,11,54.5,73,7.67,1,0,0,0,0.52,19.9,32,5.5,19.99
4.4,-7,46,91,5,1.33,0,0,0,0.44,15.5,30.3,8.6,8.88
12.2,20,49,96.33,6.33,1.33,0,0,0,0.6,22.5,36.9,8.6,28.89
8.6,10,51.5,78.33,6.33,0.33,0,0,0,0.55,22,31.9,2.3,4.44
15.5,-3.5,56,150.67,12.67,1,0,0,0,0.73,28.5,42.8,8.2,35.71
16.1,-7.5,51.5,141,13,1,0,0,0,0.69,29.8,35.4,6.4,4.76
23.6,3,53,0.67,5,19.67,0,0,0,0.23,15,0.7,72.4,26.66
15.8,5.5,58,-2.67,6,19,0,0,0,0.21,13.9,-0.3,77.9,15.55
23.3,3.5,56.5,-13,7.67,19.33,0,0,0,0.22,15.7,-2.8,74.1,24.43
26.9,7.5,52,-19,9,16,0,0,0,0.22,16.7,-4.4,69.2,51.11
7.3,-1,44.5,2,7,14.67,0,0,0,0.21,13.7,1.3,59.3,6.67
0.6,-14,44,5,5,14.33,0,0,0,0.19,12,2.1,48.3,0
8.1,7,50,5.33,2.33,16.33,0,0,0,0.13,7.6,2,52.8,24.44
7.9,-3,44,7.33,3.67,19,0,0,0,0.15,9.3,1.8,64.9,0
15.5,3,53,0,0,3.33,294.33,37,-4.67,0,0,0,10.3,20
11.2,5.5,58,0,0,3,371.33,45,-1.33,0,0,0,11.2,17.77
13.5,3.5,56.5,0,0,4.33,368.33,49.33,1.67,0,0,0,17.4,22.21
3.2,-2.5,41.5,49.67,4.33,0,0,0,0,0.34,13.2,20.4,0,0
3.4,-8.5,47,49.67,5.67,0,0,0,0,0.39,17.3,18.2,0,0
8.4,6,43.5,66.33,7.67,0,0,0,0,0.54,24.1,25,0,6.66
6.7,7.5,42.5,65.67,7.67,0,0,0,0,0.5,22.7,22.2,0,4.44
13.5,8,48,43,6,0,0,0,0,0.36,17.2,14.4,0,22.21
8.4,-3,44.5,45,6,0,0,0,0,0.37,17.9,14.2,0,8.88
11.5,-1,52.5,39.33,6.33,0,0,0,0,0.33,17.1,10.9,0,19.98
7.1,1,48.5,38.67,6,0,0,0,0,0.3,14.5,11.9,0,24.45
6.5,10,47,41.67,5.67,0,0,0,0,0.34,15.2,15.8,0,6.67
8.1,4.5,51,62.33,6.67,0,0,0,0,0.41,16.8,22.5,0,0
4.8,2.5,47,72,7.67,0,0,0,0,0.47,17.6,29.1,0,0
5.9,1,49,56,6.33,0,0,0,0,0.34,12.7,21.4,0,4.76
0.7,2.5,42.5,30.33,1,0.33,0,0,0,0.12,3.3,9.9,5.3,2.22
2.6,3,51.5,68.33,3.33,0.33,0,0,0,0.28,9,20.3,2.8,4.44
1,2.5,46,79.67,4.33,0,0,0,0,0.33,10.7,24.4,0,0
2.5,-3,47,83,5,0,0,0,0,0.39,12.7,28.6,0,0
2.4,2,46,0,0,3,249.67,43.67,-2.67,0,0,0,13.2,2.22
1.5,1.5,46.5,0,0,3.67,216.67,35.33,4.33,0,0,0,11.8,0
4.3,13.5,49.5,0,0,3,184,31.33,5.67,0,0,0,8.4,2.22
2.4,-7,45,0,0,2,203,32,8.67,0,0,0,8.7,0
2.2,-3.5,46.5,0,0,1.33,299.33,34.33,-1.33,0,0,0,4.8,0
8.3,3,55,0,0,1,362.67,44.67,-4,0,0,0,5.8,11.1
1.7,5,44.5,0,0,1.33,306.67,50.67,2.33,0,0,0,8.1,4.76
4.8,-2.5,49,0,0,2.67,266.33,41,2.33,0,0,0,10.3,17.77
4.7,2,46,58.67,9.67,0,0,0,0,0.52,23.3,24.4,0,4.44
2.9,1.5,46.5,50.33,6.67,0,0,0,0,0.47,20.6,23.7,0,0
2,13.5,49.5,31.67,3.67,0,0,0,0,0.33,13.3,18.1,0,0
3.1,-7,45,27.33,3.67,0,0,0,0,0.28,12.7,12.9,0,0
0.3,-3.5,46.5,22.33,3.33,0,0,0,0,0.2,10.1,7.5,0,0
2.4,3,55,19.67,3.33,0,0,0,0,0.16,8.2,5.4,0,0
0.6,5,44.5,33,4.67,0.33,0,0,0,0.24,10.6,11.8,5,0
1.4,-2.5,49,33.33,4,0.33,0,0,0,0.24,10.4,12.3,5,6.67
0.1,5.5,46.5,19.33,2.67,0,0,0,0,0.13,5.8,5.5,0,0
0.1,12.5,49,10.33,2.33,0,0,0,0,0.09,4.8,2.3,0,0
5.5,7,48.5,-10.33,2.67,19,0,0,0,0.11,10,-5.9,59.3,0
22.4,7.5,46.5,-7.33,2.33,20.67,0,0,0,0.1,8.2,-4,58.3,17.76
27.3,4.5,55.5,-8.33,2.67,20,0,0,0,0.11,8.7,-3.5,57.6,33.33
17.3,-3,52.5,-4.67,1.67,18,0,0,0,0.06,4.8,-1.9,58.7,15.55
3.7,-7,48.5,-2.67,1,17,0,0,0,0.06,4.5,-1.3,61.9,6.66
4.6,3,55.5,1.33,1,17,0,0,0,0.09,6,0.8,60.7,0
3.6,-1,51,-1,2.67,15.67,0,0,0,0.12,8.2,-0.3,55.2,0
3.4,-2.5,49,1.33,3.33,16.33,0,0,0,0.14,9.1,0.7,57.2,2.22
1.2,-3,47,2,4,14.33,0,0,0,0.17,10.8,1,57.8,0
3.6,-7.5,49.5,87.67,6.33,0,0,0,0,0.6,22.7,36.7,0,2.22
1.2,4,46.5,74,5.67,0.33,0,0,0,0.76,30.1,44.5,5.9,4.44
14.3,3.5,52.5,62.67,5,0.33,0,0,0,0.63,25.4,34.9,5.9,22.21
11.9,6.5,55,51.33,4,0.33,0,0,0,0.5,20.5,26.8,5.9,13.33
10.7,4,52,91,6.67,0,0,0,0,0.53,21.3,29.9,0,7.69
10.1,-2.5,55.5,130.33,8.67,0,0,0,0,0.66,25.1,40.8,0,13.33
8.5,-7,49,115.67,8.33,0,0,0,0,0.6,22.7,36.5,0,8.88
6.4,4.5,46,87.67,7.33,0,0,0,0,0.51,20.6,29.2,0,0
9.3,-2.5,49.5,54,6.33,0,0,0,0,0.48,20.2,25.3,0,4.44
0.7,-7,44,9.67,1,0,0,0,0,0.07,3.2,3.5,0,0
5.3,3.5,49,9.33,1.33,0,0,0,0,0.08,3.8,3.6,0,6.67
1.9,12.5,44,33.67,3,0,0,0,0,0.27,10.8,15,0,0
1.8,-3.5,43.5,34.67,3.67,0,0,0,0,0.32,13.4,17.3,0,0
0.1,-3.5,49,35,3.67,0,0,0,0,0.34,14.4,17.6,0,0
0.4,1,48,19,3,0,0,0,0,0.23,10.3,10.2,0,0
0.6,1.5,52,24.67,3.67,0,0,0,0,0.22,10.1,10.3,0,2.22
0.9,3,51.5,17,3,0,0,0,0,0.17,8.2,6.8,0,0
1,-3.5,50,10,2.67,0,0,0,0,0.14,7.3,4.1,0,0
2.4,-2.5,51.5,14.33,3,0,0,0,0,0.17,8.3,6.5,0,0
0.5,-7,44,56.33,6,0,0,0,0,0.4,18.8,16.9,0,0
0.2,3.5,49,36,4,0,0,0,0,0.27,12.4,11.9,0,0
0.2,12.5,44,23,3.33,0,0,0,0,0.24,11.7,9.1,0,0
0.9,-3.5,43.5,36.33,3.67,0,0,0,0,0.33,12.8,20.1,0,0
1.9,1,48.5,62.67,5.33,0,0,0,0,0.52,20.2,31.6,0,0
0.8,7.5,46,55.33,4.67,0,0,0,0,0.45,16.9,28.3,0,0
0.9,-3.5,49,67,5.67,0,0,0,0,0.42,17.2,23.3,0,2.22
1.5,1,48,51.33,5,0,4.33,0.33,-67,0.33,13.5,17.6,0,2.22
0.8,1.5,52,36,5.67,0,4.33,0.33,-67,0.34,15.5,15.5,0,0
0.3,3,51.5,28.33,4.67,0,0,0,0,0.27,12.6,11.4,0,0
2.5,-3.5,50,45.33,4,0,0,0,0,0.27,10.7,16,0,0
1.6,-2.5,51.5,42.67,2.67,0,0,0,0,0.21,7.1,14.7,0,0
0.1,-7,48.5,6.67,1.33,0,0,0,0,0.08,4,2.8,0,0
0.5,-3.5,55.5,4.67,1.67,0,0,0,0,0.09,5.4,1.7,0,0
20.1,-1.5,48,-14.67,12.33,14.33,5.33,0.33,-57,0.42,30.5,-4.7,59.1,22.21
1.8,-1.5,48,65.33,5.33,3,0,0,0,0.33,13.3,18.7,12.3,4.44
0.9,7.5,47,61,6.67,2.33,0,0,0,0.41,17.8,19.8,8.9,0
3.1,6,43.5,57.33,5,2.33,0,0,0,0.33,13.5,18,9.8,2.22
3.2,-3,52.5,31.33,4.67,3,0,0,0,0.31,14.3,13,13,0
2.9,2.5,53.5,17.33,3.33,3.33,0,0,0,0.21,10.1,8.7,14,2.22
0.9,7,49.5,25,4.33,3.33,0,0,0,0.28,13.2,11.9,13.6,0
2.3,10,51.5,35.67,5.33,2.67,0,0,0,0.39,18.6,16.1,12.1,0
5.7,-6,49.5,45,6.67,2.33,0,0,0,0.45,20.6,19.8,11.1,0
8.2,-3,47,45.67,6.33,3,0,0,0,0.43,19.2,20,15,2.22
6.5,3,50,47.67,8,2.33,0,0,0,0.48,22.3,20.4,11.5,2.38
11,4,46,37.67,6.67,1.67,0,0,0,0.42,20.7,15.7,8.5,19.04
17.2,8.5,50.5,63.33,13.33,0.33,0,0,0,0.8,37,34.4,5,11.1
4.9,3,44,72.67,11,0.33,0,0,0,0.7,30.2,35.8,5,2.22
1.8,7,48.5,0,0,0,0,0,0,0,0,0,0,0
0.5,-7,41.5,33,5,0,0,0,0,0.34,15.6,14.7,0,0
