Proj_Own,Spread,Total,L3_Air_Yards,L3_Targets,L3_Rush_Att,L3_Pass_Air_Yards,L3_Pass_Att,L3_CPOE,L3_WOPR,L3_Target_Share,L3_Air_Yards_Share,L3_Rush_Share,Own
0.3,-3,44,26,4,0,0,0,0,0.3,13.4,14.4,0,0
5.8,1,45,14,3.33,17.33,0,0,0,0.32,16.9,10,65.8,0
11.9,7,51,0.33,3,17.33,0,0,0,0.17,11.3,0.1,62.3,19.99
28.9,13.5,47,-4.33,4.67,15.33,0,0,0,0.21,15.1,-2.1,58,53.33
10.4,1.5,52,-13.67,5.33,14.33,0,0,0,0.21,16.7,-6.2,55.5,22.22
10.5,8,50,-5.67,4,13.33,0,0,0,0.16,12.3,-2.9,52.7,17.77
16.2,-9.5,55.5,-2,3,14,0,0,0,0.14,9.3,-0.7,56.6,9.52
1.9,7,48.5,16.67,3,0,0,0,0,0.23,10.6,9.9,0,0
0.6,-7,41.5,32.67,3.67,0,0,0,0,0.28,11,16.4,0,0
0.6,-3,44,50.33,4,0,0,0,0,0.42,13.4,31.8,0,2.22
0.5,8.5,50.5,62,5.67,0,0,0,0,0.49,16.8,34,0,0
0.3,3,44,34.67,4.33,0,0,0,0,0.3,11.8,17.6,0,0
15.2,1,54.5,21,2.67,0,0,0,0,0.21,8.3,11.8,0,19.99
0.7,9.5,49.5,38.33,4.67,0,0,0,0,0.32,12.8,17.9,0,0
0.4,5,44.5,36.67,5.33,0,0,0,0,0.3,13.9,13.6,0,0
1.3,7.5,41.5,-2,1.67,8.33,0,0,0,0.06,4.8,-1.6,30.9,0
0.1,8.5,50.5,5.67,2,4.33,0,0,0,0.1,5.3,3.3,18,0
0.3,9.5,46,5.67,1.67,5,0,0,0,0.1,5,3.3,17.1,0
0.2,-4,46,0.67,2,6,0,0,0,0.09,5.8,0.1,22.2,0
0.6,-3,44,0,0,0,48,13,4,0,0,0,0,0
0.4,9.5,49.5,0,0,0.67,223.67,33,4.33,0,0,0,4.5,0
1.2,3,43.5,0,0,0.33,203,38.67,-1.67,0,0,0,4,0
0.1,-3,51.5,-1,0.67,2.33,7,0.33,51,0.04,3.1,-1,9.9,0
14.3,3.5,49.5,12.33,1,6.67,6,1,21,0.13,3.9,9.8,23.3,11.11
2.6,-17,36.5,6.33,0.33,8.33,52,9.67,16.67,0.12,2.9,10.2,26.8,0
4.5,-2.5,46,0,0,9.33,81,15.33,2,0,0,0,27.1,0
2.4,-7.5,43,0,0,11.33,181,28,3.33,0,0,0,29.8,0
0.2,6,41,50.67,6,0,0,0,0,0.4,16.9,20.3,0,0
0.3,-6,42.5,70,5.33,0,0,0,0,0.39,15.5,21.9,0,0
1.6,7,43.5,74.33,5.33,0,0,0,0,0.4,16.2,22.5,0,0
1.2,-7,46,109.33,6.33,0,0,0,0,0.58,23,33.2,0,0
1.6,4.5,50,114.33,6.33,0,0,0,0,0.59,23,34.9,0,0
2.2,3.5,50.5,113,7,0,0,0,0,0.53,21.3,30,0,2.22
1.2,-4,46,69,6.33,0,0,0,0,0.32,13.2,16.9,0,0
0.5,-17,36.5,93,7.67,0,0,0,0,0.44,18.5,23.1,0,0
5.1,4,46,61.67,4.67,0,0,0,0,0.5,22.2,24.1,0,2.38
0.1,1,49.5,33,5.67,0,0,0,0,0.36,18.7,11.6,0,0
0.5,5.5,58,16,3.33,0,0,0,0,0.2,11,4.8,0,0
0.2,-3,55,11.33,2.33,0,0,0,0,0.11,5.7,3.1,0,0
1.2,3,55,18.33,4,0,0,0,0,0.18,9.8,4.9,0,2.22
1.6,11,48.5,13.33,3,0,0,0,0,0.19,10.2,5.7,0,4.44
2.5,16.5,49.5,21.67,4,0,0,0,0,0.25,12.5,8.5,0,0
2.9,7,44.5,12.67,2.33,0,0,0,0,0.12,6.7,3.5,0,2.22
2.3,4,52,31,3.67,0,0,0,0,0.31,13.1,16.6,0,2.56
0.6,1,51,52,6,0,0,0,0,0.45,18.8,23.3,0,0
1.5,-7.5,49.5,40.33,5.33,0,0,0,0,0.35,15.5,17,0,0
2,6.5,46.5,32.33,4.67,0,0,0,0,0.28,13,11.6,0,0
1.8,6,50.5,22.33,4,0,0,0,0,0.33,16.7,10.7,0,0
1.6,3,51.5,24.33,4.67,0,0,0,0,0.36,18.4,12.3,0,0
22.8,4,54,20.67,3,0,0,0,0,0.24,10.6,11.5,0,33.33
0.7,-2.5,41.5,120.33,6.33,0.67,0,0,0,0.4,14.4,26.9,8,0
0.1,1.5,46.5,2.33,2.33,0,0,0,0,0.1,6.6,0.3,0,0
0.8,4.5,51,9,1.33,0.67,-1.67,0.33,15,0.07,3.2,2.7,5.1,0
0.2,7.5,41.5,62.67,6.67,0,0,0,0,0.37,16.6,16.9,0,0
4.7,-4.5,55,34.67,5,0,0,0,0,0.3,14.1,13.1,0,0
2.5,8.5,50.5,57,7,0,0,0,0,0.39,17.1,18.8,0,4.44
0.2,-4.5,50,0,0,1,0,0,0,0,0,0,3.2,0
0.2,2,48,1.33,1,6,0,0,0,0.04,2.5,0.2,23.1,0
1.3,-6.5,45,1.67,1.33,7.33,0,0,0,0.05,3.3,0.3,30.8,0
0.5,-2.5,41.5,99.33,5.33,0,0,0,0,0.48,15.3,35,0,0
4.9,-8.5,47,124.67,7.33,0,0,0,0,0.61,21.8,40.6,0,8.89
2,6,43.5,87.67,5.67,0,0,0,0,0.49,18.2,31.4,0,2.22
5,8,48,79.67,4.33,0,0,0,0,0.36,13.3,23.5,0,6.66
2.6,-3,44.5,74,4,0,0,0,0,0.31,11.4,20.1,0,6.67
5.2,-1,52.5,113.67,6.33,0.33,0,0,0,0.48,17.2,32.2,2.6,4.44
6.2,1,48.5,87,6,0.33,0,0,0,0.41,14.6,27,2.6,2.22
8.8,10,47,103.33,6.67,0.33,0,0,0,0.52,17.4,36.4,2.6,11.11
4.7,4.5,51,99.33,6.33,0,0,0,0,0.49,15.8,35.7,0,0
1.7,2.5,47,90.33,5.67,0,0,0,0,0.44,13.3,34.9,0,6.67
2.2,-7.5,49.5,0,0,6,329.33,38.67,0.33,0,0,0,23.7,0
1.4,4,46.5,0,0,5.67,279,34.33,5,0,0,0,24.4,2.22
13.2,3.5,52.5,0,0,3.67,285.67,35.67,4.33,0,0,0,20,19.99
10.6,6.5,55,0,0,3.67,291.33,35.67,4,0,0,0,18.4,6.66
8,4,52,0,0,2.67,306.67,34.67,4.33,0,0,0,11.7,7.68
10,-2.5,55.5,0,0,3.67,318.67,36.67,5.33,0,0,0,14.4,8.88
11,-7,49,0,0,4.33,303.33,39,7.67,0,0,0,18.6,15.55
4.5,4.5,46,0,0,6,282.67,38.33,4.33,0,0,0,24.9,0
8.8,-2.5,49.5,0,0,7,233.67,36.33,1.33,0,0,0,31.1,13.32
8.4,-3.5,50,0,0,5.67,272.67,32,6.33,0,0,0,28.7,2.22
4.4,-1,46,0,0,5.67,344,35.67,6.33,0,0,0,29.8,2.38
1.1,6,41,-8,5.33,10,0,0,0,0.28,21.2,-5.3,40.8,0
8,4,46.5,-2,3.67,10,0,0,0,0.15,10.6,-0.5,52.6,6.67
6.8,7.5,44,7.33,3.67,13.33,0,0,0,0.18,10.7,2.4,51.2,2.22
5.5,3,50,6.67,3.33,16.33,0,0,0,0.15,9.2,2.1,61,0
3.1,1,51,3,3,17.67,0,0,0,0.14,9.1,0.3,54.5,0
3.2,4,44,-1.67,3.33,18.33,0,0,0,0.12,8.3,-1.1,64.6,0
13.8,-14,44,-2.67,3.33,18.33,0,0,0,0.12,8.6,-1.4,79.2,26.66
6.3,6.5,45.5,-2,3.67,14.67,0,0,0,0.12,8.6,-0.8,75.7,6.67
0.2,1,48.5,24,1,0,0,0,0,0.1,3.1,7.6,0,0
3.3,2.5,42.5,1,6.67,4.33,0,0,0,0.26,17.2,0.4,15.9,2.22
0.8,4.5,42.5,-1,5.33,5.67,0,0,0,0.19,12.6,-0.3,21.2,0
1.3,2.5,53.5,1,2.33,5.33,0,0,0,0.09,6.2,0.2,20.8,0
0.5,1,54,2.33,2,6.67,0,0,0,0.09,5.4,0.8,22.9,0
1,4.5,50,3,2.67,7.67,0,0,0,0.13,7.6,1.5,22.6,0
0.3,3.5,49.5,1.67,2.33,7,0,0,0,0.11,6.8,1,22.2,0
25.2,-3.5,53,0.33,1.33,7.67,0,0,0,0.1,6.4,0.1,29.2,21.42
0.2,-2.5,46,0,0.67,8.33,0,0,0,0.04,2.7,-0.1,33.4,0
0.6,1,49.5,52.67,2.67,0.33,0,0,0,0.26,9.2,17.4,4,0
2,5.5,58,28.67,2.67,0.33,0,0,0,0.21,8.9,10.6,5.3,0
1.6,-4.5,55,12.67,2.33,0.33,0,0,0,0.16,7.7,6,5.3,0
1.1,-3.5,55.5,46,2.67,0,0,0,0,0.22,8.3,14.4,0,0
2.7,1,54.5,57.67,3.33,0.33,0,0,0,0.26,9.5,17.2,3.3,0
4.8,-3,55,37.67,3,1,0,0,0,0.2,8.2,10.8,5.7,4.44
1.5,3,55,40.33,4,1,0,0,0,0.22,9.9,10.8,5.7,0
0.6,11,48.5,0.67,2.67,0.67,0,0,0,0.13,8.7,0,4.1,0
0.8,16.5,49.5,2,2.33,0.33,0,0,0,0.12,7.4,0.5,3.6,0
9.6,1,49.5,-3.33,2.67,20.67,0,0,0,0.13,8.9,-1,67.1,0
11.5,5.5,58,1.33,3.67,15.67,0,0,0,0.19,12.4,0.9,54.4,8.89
5.6,-4.5,55,0.33,4,12.33,0,0,0,0.19,12.3,0.8,48.1,4.45
8.1,11,48.5,9.33,4.33,10.67,0,0,0,0.23,14,2.8,49.4,15.55
7.9,16.5,49.5,25.33,5,9.67,0,0,0,0.28,14.9,8,45.9,14.29
0.1,-7,44,48,3.67,0.33,0,0,0,0.33,12,20.9,4.3,0
0.4,7,44.5,48,4.33,0.33,0,0,0,0.46,17.6,27.6,4.3,0
1.5,1,50,34,5.67,0,0,0,0,0.4,17.7,18.6,0,0
1.9,6.5,55,32,5.67,0,0,0,0,0.28,13.8,10.1,0,0
2.5,-3,52.5,56.67,5.33,0.33,0,0,0,0.33,13,19.5,5,2.56
1.5,8,48,106,6.67,0.33,0,0,0,0.45,15.7,30.4,5,0
1.6,-7,49,103.33,5.67,0.33,0,0,0,0.42,14.1,29.6,5,0
1.7,13.5,47,80.67,4.33,0,0,0,0,0.32,11.4,21.3,0,0
2.7,-11,47,30,3.67,0,0,0,0,0.25,11.4,11.9,0,0
10.6,-7.5,48.5,41.33,4.67,0,0,0,0,0.31,13.7,15.1,0,11.9
3.5,10.5,51,64.67,6,0,0,0,0,0.42,18,21.2,0,0
13.6,-2.5,41.5,17,6,6.33,0,0,0,0.3,18,5,30.7,6.66
4.8,-8.5,47,16,4.67,10,0,0,0,0.22,12.7,4.8,37.8,4.44
7.3,6,43.5,2.67,3.67,13,0,0,0,0.17,10.9,1.2,37.7,11.11
10.7,4.5,51,-8.67,5.33,15.67,0,0,0,0.18,13.1,-2.8,46.2,9.51
23.5,2.5,47,-8.33,10.33,14,0,0,0,0.32,22.4,-2.8,49,22.22
13.5,1,49,-20,12,11.33,0,0,0,0.31,23.9,-6.6,54.6,19.04
0.9,-5.5,41.5,0,0,0,0,0,0,0,0,0,0,0
0.3,-5.5,41.5,57.67,7.67,0.33,0,0,0,0.43,17.7,24.1,3.4,0
0.5,2,46,47,7,0.33,0,0,0,0.39,17.2,19.2,3.4,0
0.3,5.5,46.5,27.67,4.33,0.33,0,0,0,0.23,10.5,9.9,3.4,0
3.7,7.5,44,36,6.33,0.33,0,0,0,0.38,17.8,16.7,2.8,0
0.9,-10.5,46.5,44.67,7.67,0.33,0,0,0,0.45,21.6,18.3,2.8,0
0.8,-4.5,45,26.67,4.67,0.33,0,0,0,0.27,13.9,8.4,4,0
0.3,2.5,45.5,25,5.67,0.33,0,0,0,0.31,16.8,8,4,0
0.4,8,50,10.33,4.33,0,0,0,0,0.21,12,3.8,0,0
1,-7.5,43,28,4,0,0,0,0,0.27,13.1,10.5,0,0
1,7,51,11,1.33,0,0,0,0,0.1,4.5,4.2,0,0
5.6,-3,55,41,4.67,0,0,0,0,0.33,14.9,15.7,0,5.12
5.3,-2.5,55.5,33.33,5,0,0,0,0,0.33,15.9,12.7,0,11.11
3.3,5.5,47,37.67,4,0,0,0,0,0.29,12.3,14.9,0,2.22
3.2,13.5,47,28.33,3.33,0,0,0,0,0.21,9.1,10.1,0,2.22
3.1,1.5,52,36,4,0,0,0,0,0.27,11.1,14.8,0,2.22
9.4,8,50,41.33,4.67,0,0,0,0,0.35,14.7,18.1,0,6.66
7.1,-9.5,55.5,34,5,0,0,0,0,0.33,15.9,12.5,0,7.14
8.2,-1,46,111,7,0,0,0,0,0.48,18.9,28.4,0,2.38
0.4,4,48.5,1.67,8,14.67,0,0,0,0.35,23.4,0.6,71.9,0
0.3,7.5,47,1.33,4.67,11.67,0,0,0,0.22,14.7,0.4,50.9,0
1,-6,42.5,3,4.33,10.67,0,0,0,0.22,14.1,1.3,47.3,0
0.3,-3.5,51.5,0,2.67,8,0,0,0,0.11,7.6,-0.2,35.2,0
6.8,-6,49.5,5.33,6.33,9,0,0,0,0.25,16.1,1.4,44.7,4.44
3,6,41,39.67,5,0,0,0,0,0.33,14.8,16.1,0,0
1.4,4,46.5,35.33,6,0,0,0,0,0.35,16.7,14.5,0,2.22
4.1,7.5,44,33.67,6.33,0,0,0,0,0.36,17.7,13.3,0,0
5.5,3,50,29.33,6,0,0,0,0,0.32,16,11.4,0,7.69
1.6,1,51,24.67,4.67,0,0,0,0,0.3,15.3,10,0,2.22
1.3,4,44,45.33,7.67,0,0,0,0,0.43,19.9,18.7,0,2.22
2.4,-14,44,54,8.67,0,0,0,0,0.51,23.5,22,0,0
3,6.5,45.5,66.33,9.67,0,0,0,0,0.51,22.9,24.6,0,0
8.5,-11,47,59.67,9.33,0,0,0,0,0.47,22.9,18,0,4.44
8.5,7,44.5,19.33,5.33,0.33,0,0,0,0.28,15.7,6.8,3.7,0
8.6,-3,49.5,20.67,5.33,0,0,0,0,0.34,18,10.1,0,2.22
14.8,4,52,46.33,6.67,0,0,0,0,0.47,23.4,17.4,0,15.38
2.3,1,51,39.67,5.67,0,0,0,0,0.36,18,13,0,2.22
16.3,-7.5,49.5,16.67,4.33,0,0,0,0,0.27,14.4,7.3,0,6.66
4.1,6.5,46.5,15.33,2.67,0,0,0,0,0.17,8.4,6,0,4.44
1.3,6,50.5,27.67,3.33,0.33,0,0,0,0.29,12.9,14.2,3.1,0
4.9,-7.5,53,23.67,4.67,0.33,0,0,0,0.34,16.8,12.5,3.1,0
4.7,2.5,42.5,0,0,6.33,336.33,41.33,-4,0,0,0,23.1,13.32
3.1,4.5,42.5,0,0,4.33,375,42.67,-8.33,0,0,0,17.6,2.22
7.7,3,44,0,0,3.33,318.67,39.33,-3.33,0,0,0,14,2.22
4.4,-1,46,0,0,3.33,284.33,39,0.33,0,0,0,13.6,4.76
16.2,7,44.5,71,6,0,0,0,0,0.45,17.4,27.5,0,8.89
1.5,1,51,63,5.67,0,0,0,0,0.49,18.8,29.1,0,0
2.5,-7.5,49.5,74.67,7.67,0,0,0,0,0.6,24.6,32.7,0,0
1.3,6.5,46.5,79.67,8.33,0,0,0,0,0.69,29.5,34.7,0,0
4.3,6,50.5,76.67,6.33,0,0,0,0,0.61,23.7,36.3,0,2.22
5.1,3,51.5,77,5.33,0,0,0,0,0.56,19.5,38.8,0,7.14
10.3,4,54,73.67,5.33,0,0,0,0,0.59,19.7,42.3,0,11.11
13.5,-7.5,53,98.67,7.33,0,0,0,0,0.62,21.8,41.8,0,11.89
3.4,-8.5,47,0,0,1.33,242.67,34.67,9.33,0,0,0,7.7,4.44
11.9,11,54.5,0,0,5,233.33,40,-0.67,0,0,0,21,19.98
3.5,-7,46,0,0,6.33,260.67,34.33,0.33,0,0,0,23.6,4.44
9.8,20,49,0,0,4.67,245.67,33,2.33,0,0,0,24.1,28.87
11,10,51.5,0,0,2.67,237.67,31.67,8,0,0,0,18.2,2.22
12.6,-3.5,56,0,0,1.33,358.67,44,7,0,0,0,12.3,35.71
10.7,-7.5,51.5,0.33,0.33,2.67,403.67,45.67,8.33,0.03,2.2,0.2,12.7,2.38
1.4,4.5,42.5,33.33,6.33,0,0,0,0,0.34,16.6,12.6,0,0
2.2,-3,44,35,7.33,0,0,0,0,0.38,19.2,13.6,0,8.89
6.5,13.5,49.5,36.67,6.67,0,0,0,0,0.38,18.8,14.5,0,6.66
17.4,7.5,52,33.67,7.67,0,0,0,0,0.43,22,13.8,0,28.88
5,2,42.5,22,5.67,0.67,0,0,0,0.32,16.9,9.5,8,0
2.9,3,43,51,7.33,1,0,0,0,0.54,24,25.2,6.9,6.66
7.3,-4.5,45,61.67,9.67,1,0,0,0,0.64,28.6,30.1,6.9,2.22
6.7,-6.5,45,50.67,7.67,0.33,0,0,0,0.49,21.8,23.1,4.3,0
2.8,11,48.5,63.67,7.33,0,0,0,0,0.52,21.8,27,0,8.89
4.1,-3,47,71.67,6.67,0,0,0,0,0.57,23.8,29.8,0,4.76
0.2,1,48.5,41,6,0,0,0,0,0.32,15.8,12.2,0,0
0.1,3,50,22.5,3.5,0,0,0,0,0.18,9.2,6.7,0,0
6.6,-4.5,50,16.33,3.33,0,0,0,0,0.19,9.8,5.4,0,6.66
0.8,1,48,17.67,2.33,0,0,0,0,0.17,8.2,6.9,0,0
0.1,2.5,45.5,19,3,0,0,0,0,0.23,11.3,9,0,0
0.2,4,54,22.67,2.33,0,0,0,0,0.21,9.4,10,0,0
0.1,7,47,13.33,2,0,0,0,0,0.15,6.6,8,0,0
1.6,-3,53,13.67,2.33,0,0,0,0,0.16,7.6,7.1,0,0
0.4,11,54.5,26.33,3.33,0,0,0,0,0.2,8.7,10.1,0,0
13.4,1,45,-2.67,4,12.67,0,0,0,0.17,11.7,-0.8,57.6,15.55
7.3,3.5,49,-0.33,2.67,13,0,0,0,0.13,8.7,0,55.4,4.44
8.5,-3,49.5,-3.67,2,14.67,0,0,0,0.11,7.7,-1.3,59.9,8.88
15.6,3.5,52.5,-4.67,3,16,0,0,0,0.17,12.1,-1.8,66.3,6.66
9.4,5.5,47,-5.67,3,21,0,0,0,0.17,12.5,-2.1,71.8,6.66
29.2,3,51.5,-8.67,3.33,26.33,0,0,0,0.12,16.8,-19,75.3,26.66
31.4,7,50,-4.67,3,27.33,0,0,0,0.1,14.6,-17.5,82.2,35.55
28.9,3,50,-0.67,3.67,26.33,0,0,0,0.2,13.5,-0.2,83.9,45.24
22,10.5,51,-4.67,4.33,25,0,0,0,0.19,13.2,-1.4,87.3,51.11
5,7,52.5,-9,6,25.67,0,0,0,0.23,16.6,-2.8,84.1,0
0.7,13.5,49.5,13,1.67,0,0,0,0,0.14,5.4,8.1,0,0
0.2,-7,45,13.67,1.67,0.33,0,0,0,0.14,5.6,8.5,5,0
0.4,-3.5,46.5,22,4.33,0,0,0,0,0.26,13.6,7.9,0,4.45
2.5,3,55,29,6,0,0,0,0,0.27,14.2,8.1,0,0
1.8,5,44.5,25,5.67,0,0,0,0,0.23,11.4,7.9,0,2.38
1.1,-2.5,49,11.33,3.33,0,0,0,0,0.15,8.3,4.2,0,0
0.1,1,48.5,5.33,1.67,0,0,0,0,0.11,6.2,2.1,0,0
7,-2.5,41.5,10.67,3,23,0,0,0,0.15,8.6,3.6,79.6,2.22
3.4,5.5,46.5,-2.67,2.67,18.67,0,0,0,0.07,5.4,-1,72.8,2.22
9.8,1,50,-6,3,17.33,0,0,0,0.09,6.5,-1.8,78.2,8.89
4.6,12.5,49,-5,4.33,19.33,0,0,0,0.15,10.4,-1.3,81.6,0
18.9,4,48.5,-8.67,6,12.67,0,0,0,0.22,16.4,-3.4,49.9,13.33
36.2,-3,51.5,-0.67,10.33,10.33,0,0,0,0.45,30.3,-0.5,44.9,77.77
37.5,7,49.5,24,9.33,12,0,0,0,0.44,25.8,7.9,40.9,71.12
20.3,-5.5,41,20,7.33,14.67,0,0,0,0.33,19.8,5.4,47.6,33.33
17.7,9.5,49.5,-10,9,11.67,0,0,0,0.32,23.9,-6.1,39.8,32.21
10.9,3.5,49.5,-0.67,9,9.67,0,0,0,0.43,28,1,33.4,0
5.4,-17,36.5,-2.33,5,10,0,0,0,0.28,18.9,-0.2,31.7,0
6.9,-2.5,46,-1.67,3.67,10.67,0,0,0,0.26,17.8,-1,30.6,2.22
1.9,-7.5,43,1,2,13,0,0,0,0.12,8.9,-2,34.3,2.38
2.7,2,46,18.67,5,0,0,0,0,0.26,13.3,9.2,0,2.22
2.4,1.5,46.5,21,5,0.67,0,0,0,0.33,17.1,11.1,5.6,2.22
7.2,13.5,49.5,39,7,0.67,0,0,0,0.51,24.4,21.1,5.6,2.22
9.2,-7,45,50.33,7.67,1,0,0,0,0.56,25.7,25,5.3,2.22
6.2,-3.5,46.5,64,7.67,0.33,0,0,0,0.5,23.8,21.1,3.1,4.45
14.6,3,55,97.67,12,0.33,0,0,0,0.58,26.6,25.4,3.1,16.65
10.6,5,44.5,92.67,13.67,0,0,0,0,0.62,27.4,29.5,0,7.14
16.3,-2.5,49,55.67,8.33,0,0,0,0,0.46,20.7,21.1,0,31.11
10,4,48.5,64.33,7.67,0,0,0,0,0.49,22.6,21.2,0,6.67
10.3,-3,55,45.67,7.33,0,0,0,0,0.39,19.6,14.2,0,12.81
7.5,-3.5,51.5,54.67,7.67,0,0,0,0,0.46,22.2,18.4,0,4.44
6.1,-6,49.5,61.67,7.33,0,0,0,0,0.45,21.4,18.5,0,7.77
7.7,-3.5,56,68,7.33,0,0,0,0,0.4,17.8,18.5,0,2.38
9.1,7,52.5,66.33,8.33,0,0,0,0,0.42,19.7,17.5,0,4.76
3.3,7,47,6,5,5,0,0.33,0,0.23,14.3,2.3,21,0
0.9,7.5,45,8,4,8.33,0,0.33,0,0.22,13.1,3.4,30.5,0
2.1,3.5,56.5,11,3.67,13,0,0,0,0.24,13.4,5.4,41.2,0
17.3,1,48.5,10,1.67,12.33,0,0,0,0.23,11.6,7.7,34.2,31.11
8.3,3,50,6,2.33,15.67,0,0,0,0.21,12.1,4.5,44.3,5.12
25.3,-4.5,50,1.33,2.33,14.67,0,0,0,0.17,10.8,1,49.5,37.77
29.8,1,48,-2.33,3.67,17,0,0,0,0.17,12,-0.7,68.5,62.22
2.6,4.5,46,-6.33,3.33,15,0,0,0,0.16,12.5,-4,69.5,0
1.7,2.5,45.5,-6.67,3.67,17,0,0,0,0.21,15.8,-4.2,66,4.45
9.8,-7.5,48.5,-2.33,2.67,15.33,0,0,0,0.17,12.9,-2.6,48.6,4.76
5.3,4,54,10,2.33,14,0,0,0,0.2,11.3,4.8,38.5,0
6.7,4.5,55.5,104,9,0,0,0,0,0.72,29.8,38.4,0,4.44
11.8,-3,51.5,102.67,8.67,0,0,0,0,0.73,30.3,39.2,0,11.11
21.8,-3,52.5,101,9,0,0,0,0,0.78,33.8,39.4,0,23.08
10.1,1,54,95.67,7,0,0,0,0,0.59,22.9,35.6,0,15.54
0.3,13.5,49.5,30.67,2.67,0,0,0,0,0.25,9.1,15.5,0,0
0.3,-7,45,43.67,3.67,0,0,0,0,0.33,12.1,21.7,0,0
4.9,-3.5,46.5,93.67,5.67,0,0,0,0,0.51,17.7,34.7,0,2.22
8.6,3,55,104,7.33,0,0,0,0,0.5,18.3,32.5,0,11.11
1.3,5,44.5,90.33,8.33,0,0,0,0,0.49,18.5,30.9,0,0
2.8,-2.5,49,83.67,7.33,0,0,0,0,0.52,19.8,31.7,0,2.22
0.2,7,51,-4.33,2,7.33,0,0,0,0.07,5.6,-1.7,28.2,0
2.3,-3,55,7,3,7.33,0,0,0,0.24,13.8,4.3,26.7,0
36.9,-2.5,55.5,6.33,3.33,6,0,0,0,0.17,10.3,2.6,25,82.23
28.9,5.5,47,5,4.67,10.33,0,0,0,0.23,14.1,2,42.3,64.45
3.4,13.5,47,-0.67,4,13,0,0,0,0.16,11.1,-0.4,53.9,0
0.4,1.5,52,-1,5,14.33,0,0,0,0.21,14.1,-0.7,59.1,0
0.4,8,50,1.67,2,10,0,0,0,0.14,9,0.7,36.2,0
0.9,-9.5,55.5,3.67,1.33,9,0,0,0,0.1,6.1,1.9,32.2,0
0.2,-3,44,5,1.33,0.33,0,0,0,0.07,3.4,2.1,5.9,0
0.2,7.5,52,3.33,1.33,3.33,0,0,0,0.1,6.1,1.9,25.3,0
1,3,43,-7.33,2.67,9,0,0,0,0.11,8.8,-3.6,39.9,0
1.6,-4.5,45,-3.33,2.67,12,0,0,0,0.12,8.6,-1.4,47.8,0
10.5,-6.5,45,0.33,1.67,14.67,0,0,0,0.08,5.2,0.6,49.6,16.66
3.6,11,48.5,-2,3,18.67,0,0,0,0.13,8.9,-0.1,52.2,0
4.4,-3,47,-3.33,2.33,19.33,0,0,0,0.14,10.3,-1.5,55.4,2.38
0.1,-7.5,53,0.67,2,3.33,0,0,0,0.08,5.9,-1.1,15.1,0
0.1,7,48.5,18.33,1.67,0,0,0,0,0.15,6.1,8.6,0,0
3.3,7.5,46.5,18.67,2,0,0,0,0,0.17,7,9,0,0
6.2,4.5,55.5,34.67,3,0,0,0,0,0.24,9.4,13.5,0,8.89
2.6,-3,52.5,29.33,2.67,0,0,0,0,0.19,7.7,9.9,0,4.45
1.1,-3.5,55.5,36,3.33,0,0,0,0,0.24,10.2,12.9,0,0
0.9,6,49,39.33,3,0,0,0,0,0.22,8.6,12.5,0,0
1.9,3,55.5,35,2.67,0,0,0,0,0.2,7.9,11.5,0,0
0.9,-1,51,18.33,2.33,0,0,0,0,0.16,7.1,7.3,0,0
0.3,-2.5,49,32,3,0,0,0,0,0.23,8.8,13.5,0,0
0.3,-3,47,36.67,2.67,0,0,0,0,0.22,7.3,15.4,0,0
0.8,4,46,6.67,1,0,0,0,0,0.06,2.8,2.5,0,0
0.1,-7,41.5,24.67,5.33,0,0,0,0,0.25,12.7,8.7,0,0
0.2,9.5,49.5,25.67,3.67,0,0,0,0,0.22,10.1,10.1,0,0
0.2,5,44.5,25,3,0,0,0,0,0.19,8,9.9,0,0
0.1,3,43.5,18.33,2,0,0,0,0,0.14,5.4,7.9,0,0
0.2,-1,46,0,0,0,0,0,0,0,0,0,0,7.14
0.1,3,43,15.67,1.33,0,0,0,0,0.11,3.9,7.5,0,0
1,2.5,46,31,2,0,0,0,0,0.22,5.8,18.4,0,0
1.6,2,48,42,3.33,0,0,0,0,0.27,8.2,21.1,0,0
1,3,43.5,45.33,5.33,0,0,0,0,0.31,12.7,16.4,0,0
8.1,7,43.5,-5.33,2.33,14,0,0,0,0.09,7.1,-2.6,56.5,28.2
0.6,-7,46,-2.67,1.67,16.33,0,0,0,0.09,6.9,-1.8,58.5,0
0.1,-3,44.5,-2.67,1,17,0,0,0,0.11,8.8,-3.7,52.1,0
0.4,4.5,50,-1,1,12.67,0,0,0,0.11,7.9,-1,45,0
0.6,3.5,50.5,2.33,2,7.67,0,0,0,0.11,7.3,0.7,34.5,0
0.7,-17,36.5,4,1.33,9.33,0,0,0,0.07,4.1,1.3,30.5,0
0.7,4,46,-1.33,0.33,13,0,0,0,0.04,3.7,-1.6,39.4,0
0.1,-7,41.5,4.67,1,0.67,0,0,0,0.08,4.1,2.8,9.1,0
3.3,-3,44,3,0.67,1.33,0,0,0,0.1,5,3.1,8.2,0
0.1,8.5,50.5,2.67,1.33,5.67,0,0,0,0.09,5.5,1.5,20,0
0.8,3,43.5,4,2,7.67,0,0,0,0.13,7.8,2.2,30.2,0
1.4,4.5,50,33,3,0,0,0,0,0.2,8.3,10.1,0,0
0.5,-3.5,53,25,3,0,0,0,0,0.19,8.9,8.6,0,0
2.8,1,49.5,58,6.33,0.33,0,0,0,0.46,21,20.6,2.4,0
